Id,LotFrontage,LotArea,LotShape,Neighborhood,HouseStyle,OverallQual,YearBuilt,YearRemodAdd,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,Foundation,BsmtQual,BsmtExposure,BsmtFinType1,HeatingQC,GrLivArea,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,SalePrice,TotalSF,TotalFinishedBsmt,TotalBath,OutdoorFeatureSF
735,69.0,8978,IR1,Sawyer,1Story,5,39,39,Plywood,Plywood,None,0.0,3,PConc,3,1,1,3,948,3,6,0,0,Attchd,39.0,1,1,300,108000,2196,0,1.0,147
736,60.0,10800,Reg,OldTown,2.5Unf,7,92,36,Wd Sdng,Wd Sdng,None,0.0,3,BrkTil,4,2,3,2,1768,3,6,2,3,Detchd,92.0,1,2,320,163000,2968,390,1.5,341
737,60.0,8544,Reg,NAmes,1Story,3,56,56,Stucco,Stone,None,0.0,3,CBlock,0,0,0,4,1040,3,6,0,0,Detchd,57.0,1,2,400,93500,1440,0,2.0,0
738,72.0,10463,IR1,Gilbert,2Story,8,1,1,VinylSd,VinylSd,None,0.0,4,PConc,4,1,1,5,1801,4,8,1,4,Attchd,1.0,3,3,800,239900,3494,0,2.5,116
739,60.0,10800,Reg,Edwards,1Story,5,22,21,Plywood,Plywood,None,0.0,3,CBlock,4,4,6,3,1200,3,5,0,0,not present,29.5,0,0,0,179000,2400,1200,6.0,120
740,65.0,9313,IR1,CollgCr,2Story,7,5,5,VinylSd,VinylSd,None,0.0,4,PConc,4,1,1,5,1728,4,7,0,0,Attchd,5.0,2,2,572,190000,3164,0,2.5,243
741,60.0,9600,Reg,OldTown,2Story,5,97,5,Wd Sdng,Wd Shng,None,0.0,3,BrkTil,2,1,1,5,1432,3,7,0,0,Detchd,97.0,1,2,360,132000,2056,0,2.0,382
742,65.0,6768,IR1,Sawyer,1Story,6,47,12,HdBoard,HdBoard,None,0.0,3,CBlock,3,2,6,4,912,4,5,0,0,Detchd,46.0,1,1,288,142000,2112,832,2.5,168
743,65.0,8450,Reg,SawyerW,1Story,7,7,6,VinylSd,VinylSd,BrkFace,108.0,3,PConc,4,1,1,5,1349,3,6,0,0,Attchd,7.0,1,2,539,179000,3237,0,2.0,175
744,70.0,12886,IR1,Sawyer,SLvl,5,46,10,HdBoard,HdBoard,None,0.0,3,CBlock,4,3,5,5,1464,3,6,1,3,Attchd,12.0,2,2,480,175000,2464,444,2.5,402
745,41.0,5395,IR1,StoneBr,1Story,8,15,15,HdBoard,HdBoard,None,0.0,4,PConc,4,1,6,4,1337,4,5,1,3,Attchd,15.0,2,2,462,180000,3136,733,3.0,334
746,69.0,8963,IR1,NWAmes,2Story,8,32,12,VinylSd,VinylSd,BrkFace,289.0,5,CBlock,3,1,6,5,2715,4,11,2,3,BuiltIn,14.0,3,2,831,299800,4688,655,4.0,204
747,69.0,8795,IR1,Gilbert,2Story,7,9,9,VinylSd,VinylSd,None,0.0,4,PConc,4,1,6,5,2256,4,8,1,3,BuiltIn,9.0,3,2,554,236000,3762,300,2.5,278
749,59.0,10593,IR1,NoRidge,1Story,7,14,14,VinylSd,VinylSd,BrkFace,338.0,4,PConc,4,1,6,5,1720,4,7,1,3,Attchd,14.0,3,2,527,260400,3967,919,3.0,450
750,50.0,8405,Reg,Edwards,1.5Fin,4,64,59,WdShing,Wd Shng,None,0.0,3,Slab,0,0,0,3,1529,3,9,0,0,Detchd,64.0,1,1,240,98000,1769,0,2.0,277
751,55.0,8800,Reg,OldTown,1.5Fin,4,100,6,Wd Sdng,Wd Sdng,None,0.0,3,BrkTil,3,1,1,4,1140,3,7,0,0,not present,30.5,0,0,0,96500,1716,0,1.0,160
752,69.0,7750,Reg,Gilbert,2Story,7,4,4,VinylSd,VinylSd,None,0.0,4,PConc,4,1,1,5,1320,4,6,0,0,Attchd,4.0,3,2,400,162000,2380,0,2.5,48
753,79.0,9236,IR1,CollgCr,1Story,6,9,9,VinylSd,VinylSd,None,0.0,3,PConc,4,4,6,5,1494,4,6,0,0,Attchd,9.0,2,2,576,217000,3549,1200,3.0,195
754,80.0,10240,Reg,NridgHt,2Story,8,1,1,VinylSd,VinylSd,BrkFace,178.0,4,PConc,4,2,1,4,2098,5,8,1,4,Attchd,1.0,2,3,878,275500,4006,0,2.5,244
755,61.0,7930,Reg,NAmes,1Story,6,40,4,Plywood,Plywood,None,0.0,3,CBlock,3,1,6,4,1026,4,5,0,0,Detchd,40.0,2,2,440,156000,2492,911,2.0,219
756,34.0,3230,Reg,Somerst,2Story,6,10,10,MetalSd,MetalSd,BrkFace,894.0,3,PConc,4,1,6,4,1471,3,6,0,0,Detchd,10.0,1,2,440,172500,2640,381,2.5,24
757,68.0,10769,IR1,CollgCr,2Story,8,2,2,VinylSd,VinylSd,None,0.0,4,PConc,4,3,6,5,1768,4,7,0,0,Attchd,2.0,2,2,578,212000,3212,20,2.5,249
758,69.0,11616,IR1,Sawyer,2Story,6,32,32,HdBoard,HdBoard,BrkCmn,328.0,3,CBlock,3,2,3,3,1386,3,6,1,3,Attchd,32.0,3,2,440,158900,2498,438,2.5,335
759,24.0,2280,Reg,Somerst,2Story,7,9,9,MetalSd,MetalSd,BrkFace,360.0,3,PConc,4,1,5,4,1501,3,6,0,0,Detchd,9.0,1,2,440,179400,2685,549,2.5,0
760,65.0,12257,IR1,NoRidge,2Story,8,12,12,VinylSd,VinylSd,BrkFace,513.0,4,PConc,4,3,2,5,2531,4,9,1,3,Attchd,12.0,2,3,752,290000,4601,120,2.5,320
761,70.0,9100,Reg,NAmes,1Story,6,50,50,Wd Sdng,Wd Sdng,None,0.0,3,CBlock,3,1,3,5,864,3,5,0,0,Detchd,1.0,1,1,300,127500,2028,612,1.0,0
762,60.0,6911,Reg,BrkSide,1Story,5,85,59,Wd Sdng,Wd Sdng,None,0.0,3,PConc,3,2,2,3,1301,2,5,0,0,Detchd,44.0,1,2,440,100000,2886,405,1.0,0
763,72.0,8640,Reg,Somerst,2Story,7,1,1,VinylSd,VinylSd,None,0.0,3,PConc,4,2,6,5,1547,4,7,0,0,Attchd,1.0,1,2,614,215200,2917,24,2.5,214
764,82.0,9430,Reg,NoRidge,2Story,8,10,10,VinylSd,VinylSd,BrkFace,673.0,4,PConc,4,2,6,5,2365,4,8,1,4,Attchd,10.0,2,3,856,337000,4473,1163,3.5,308
765,30.0,9549,IR1,Veenker,1Story,8,11,10,BrkFace,BrkFace,None,0.0,4,PConc,4,3,2,5,1494,5,6,1,4,Attchd,11.0,3,2,481,270000,3469,1494,2.5,246
766,75.0,14587,IR1,Somerst,1Story,9,0,0,VinylSd,VinylSd,Stone,284.0,4,PConc,4,1,1,5,1506,5,6,1,4,Attchd,0.0,3,2,592,264132,3596,0,2.0,174
767,80.0,10421,Reg,NWAmes,2Story,7,22,22,HdBoard,HdBoard,BrkFace,42.0,3,CBlock,4,1,6,3,1714,3,7,1,3,Attchd,22.0,1,2,496,196500,3190,394,2.5,450
768,75.0,12508,IR1,Mitchel,1.5Fin,6,68,23,VinylSd,VinylSd,None,0.0,3,CBlock,4,2,5,5,1750,3,7,0,0,Attchd,19.0,1,1,423,160000,3156,660,3.0,401
769,70.0,9100,Reg,CollgCr,1Story,7,2,1,VinylSd,VinylSd,None,0.0,4,PConc,4,1,6,5,1836,4,8,1,4,Attchd,2.0,3,2,484,216837,4180,24,2.0,153
771,69.0,7252,IR1,Sawyer,SFoyer,5,27,27,Wd Sdng,Wd Sdng,None,0.0,3,CBlock,4,3,6,3,858,3,5,0,0,Detchd,26.0,1,2,576,134900,2292,685,2.0,120
772,67.0,8877,Reg,Edwards,1Story,4,55,55,Wd Sdng,Wd Sdng,None,0.0,3,CBlock,2,1,2,3,1220,3,6,0,0,Detchd,55.0,1,2,396,102000,2452,836,1.0,0
773,94.0,7819,Reg,Edwards,SLvl,6,34,34,Plywood,Plywood,None,0.0,3,CBlock,3,3,5,3,1117,3,6,1,3,Detchd,34.0,1,2,672,107000,2818,549,2.0,144
774,70.0,10150,Reg,NAmes,1Story,5,49,49,Wd Sdng,Wd Sdng,None,1.0,3,CBlock,3,1,3,5,912,3,5,0,0,Attchd,49.0,2,1,275,114500,2099,456,1.0,0
775,110.0,14226,Reg,NridgHt,1Story,8,1,1,VinylSd,VinylSd,BrkFace,375.0,4,PConc,4,3,1,4,1973,4,9,1,4,Attchd,1.0,3,3,895,395000,4803,0,2.0,360
776,32.0,4500,Reg,Mitchel,1Story,6,11,11,VinylSd,VinylSd,BrkFace,320.0,3,PConc,5,1,6,5,1204,3,5,0,0,Attchd,11.0,3,2,412,162000,2820,866,3.0,247
777,86.0,11210,IR1,CollgCr,1Story,7,1,0,VinylSd,VinylSd,BrkFace,240.0,4,PConc,4,3,6,5,1614,4,7,0,0,Attchd,1.0,2,3,865,221500,4093,20,2.0,203
778,100.0,13350,IR1,Sawyer,1Story,5,32,32,HdBoard,Plywood,None,0.0,3,CBlock,3,1,5,3,894,3,5,1,2,Attchd,32.0,1,2,440,142500,2198,762,2.0,241
779,60.0,8400,Reg,SawyerW,1Story,5,30,30,Plywood,Plywood,BrkFace,320.0,3,Slab,0,0,0,3,2020,3,10,2,3,Detchd,30.0,1,2,630,144000,2650,0,2.0,0
780,78.0,10530,Reg,Mitchel,SFoyer,6,29,29,Plywood,ImStucc,BrkFace,90.0,3,CBlock,4,4,6,3,1004,3,4,0,0,Attchd,29.0,1,2,504,135000,2483,975,2.0,0
781,63.0,7875,Reg,Gilbert,1Story,7,12,11,HdBoard,HdBoard,BrkFace,38.0,3,PConc,4,1,1,4,1253,3,6,1,3,Attchd,12.0,3,2,402,176000,2892,0,2.0,241
782,65.0,7153,Reg,SawyerW,2Story,6,14,14,VinylSd,VinylSd,None,0.0,4,PConc,4,1,5,5,1603,4,7,0,0,Attchd,14.0,2,2,484,175900,2848,387,2.5,124
783,67.0,16285,IR2,CollgCr,1Story,7,8,7,VinylSd,VinylSd,None,0.0,4,PConc,4,1,1,5,1430,4,6,0,0,Attchd,8.0,2,2,605,187100,3448,0,2.0,33
784,69.0,9101,IR1,Mitchel,SFoyer,5,31,31,Plywood,Plywood,BrkFace,104.0,3,PConc,4,3,6,5,1110,4,4,1,3,Attchd,31.0,3,2,602,165500,2809,1097,2.0,333
785,35.0,6300,Reg,OldTown,2.5Unf,6,94,7,Wd Sdng,Wd Shng,None,0.0,3,CBlock,3,1,1,5,1484,3,9,1,4,not present,28.5,0,0,0,128000,2226,0,2.0,425
786,69.0,9790,Reg,NWAmes,1Story,6,42,42,BrkFace,Wd Sdng,None,0.0,3,CBlock,3,1,3,3,1342,3,7,1,4,Attchd,42.0,1,2,457,161500,3171,881,2.0,197
787,60.0,10800,Reg,OldTown,1.5Fin,5,95,60,MetalSd,MetalSd,None,0.0,3,PConc,2,1,2,3,1652,3,7,0,0,Detchd,49.0,1,1,416,139000,2754,686,3.0,196
788,76.0,10142,IR1,SawyerW,2Story,7,6,6,VinylSd,VinylSd,None,0.0,4,PConc,4,1,6,5,2084,4,8,0,0,BuiltIn,6.0,2,2,618,233000,3658,656,3.5,45
789,50.0,6000,Reg,OldTown,1Story,4,54,8,MetalSd,MetalSd,None,0.0,3,CBlock,3,1,1,5,901,3,4,0,0,Detchd,54.0,1,1,281,107900,2083,0,1.0,0
790,69.0,12205,IR1,ClearCr,2Story,6,41,0,HdBoard,HdBoard,BrkFace,157.0,3,CBlock,3,4,2,4,2087,4,9,0,0,Attchd,41.0,3,2,444,187500,3363,568,2.5,301
791,43.0,3182,Reg,Blmngtn,1Story,7,4,3,VinylSd,VinylSd,BrkFace,11.0,4,PConc,4,1,6,5,1145,4,5,1,4,Attchd,4.0,3,2,397,160200,2687,16,2.0,116
792,69.0,11333,IR1,Mitchel,SLvl,6,31,31,HdBoard,HdBoard,None,0.0,3,PConc,4,3,5,3,1062,3,5,2,3,Attchd,31.0,2,2,539,146800,2630,539,2.0,120
793,92.0,9920,IR1,NoRidge,2Story,7,11,10,MetalSd,MetalSd,None,0.0,4,PConc,4,3,6,5,2013,3,8,1,3,Attchd,10.0,1,2,455,269790,3585,862,3.5,310
794,76.0,9158,Reg,Somerst,1Story,8,0,0,CemntBd,CmentBd,Stone,140.0,4,PConc,4,3,1,5,1496,4,7,0,0,Attchd,0.0,3,2,474,225000,3466,0,2.0,298
795,69.0,10832,IR1,Gilbert,2Story,7,14,12,MetalSd,MetalSd,None,0.0,4,PConc,4,1,1,5,1895,4,7,1,3,Attchd,14.0,3,2,409,194500,3016,0,2.5,189
796,70.0,8400,Reg,SawyerW,2Story,6,30,29,HdBoard,HdBoard,BrkFace,130.0,3,CBlock,4,1,1,3,1564,3,7,1,3,Attchd,30.0,1,2,476,171000,2690,0,2.5,254
797,71.0,8197,Reg,Sawyer,1Story,6,30,30,Plywood,Plywood,BrkFace,148.0,3,CBlock,3,1,1,5,1285,3,7,1,3,Attchd,30.0,2,2,528,143500,2473,0,1.5,138
798,57.0,7677,Reg,NAmes,1Story,5,55,55,VinylSd,VinylSd,None,0.0,3,CBlock,3,1,4,4,773,3,4,0,0,Attchd,55.0,1,1,240,110000,1786,570,1.0,0
799,104.0,13518,Reg,NridgHt,2Story,9,1,0,VinylSd,VinylSd,Stone,860.0,5,PConc,5,1,1,5,3140,5,11,2,4,BuiltIn,0.0,3,3,820,485000,5886,0,3.5,222
800,60.0,7200,Reg,SWISU,1.5Fin,5,70,57,Wd Sdng,Wd Sdng,BrkFace,252.0,3,BrkTil,4,1,5,5,1768,4,7,2,3,Detchd,68.0,1,1,240,175000,2739,569,2.5,264
802,40.0,4800,Reg,IDOTRR,1Story,4,91,17,MetalSd,MetalSd,None,0.0,3,CBlock,3,1,2,5,1196,3,5,0,0,Detchd,50.0,1,2,440,109900,2832,197,2.0,0
803,63.0,8199,Reg,CollgCr,2Story,7,3,3,WdShing,Wd Shng,None,0.0,4,PConc,4,3,6,5,1456,4,7,1,4,Attchd,3.0,3,2,410,189000,2594,648,3.5,54
804,107.0,13891,Reg,NridgHt,2Story,9,1,0,VinylSd,VinylSd,Stone,424.0,5,PConc,5,4,1,5,2822,5,12,1,4,BuiltIn,0.0,2,3,1020,582933,5576,0,3.5,414
805,75.0,9000,Reg,NAmes,1Story,5,52,52,Wd Sdng,Wd Sdng,None,0.0,3,CBlock,3,1,2,3,1128,3,5,0,0,Attchd,52.0,1,1,286,118000,2350,812,1.0,0
806,91.0,12274,IR1,Somerst,1Story,7,0,0,VinylSd,VinylSd,Stone,256.0,4,PConc,4,1,1,5,1428,5,6,0,0,Attchd,0.0,2,2,554,227680,3399,0,2.0,60
807,75.0,9750,Reg,NAmes,SLvl,5,39,39,VinylSd,VinylSd,None,0.0,3,PConc,3,3,5,4,980,3,6,0,0,Attchd,39.0,3,1,384,135500,2344,880,2.0,68
808,144.0,21384,Reg,BrkSide,2Story,5,86,5,Wd Sdng,Wd Sdng,None,0.0,3,CBlock,3,4,6,5,1576,4,6,1,3,Attchd,86.0,2,2,528,223500,3428,1309,3.5,312
809,85.0,13400,Reg,NAmes,SLvl,5,40,40,VinylSd,VinylSd,BrkFace,1047.0,3,CBlock,3,3,5,3,1086,3,6,1,4,Attchd,40.0,2,2,484,159950,2594,644,2.0,0
810,90.0,8100,Reg,OldTown,2.5Unf,5,111,44,AsbShng,AsbShng,None,0.0,3,PConc,3,1,1,3,2138,3,11,0,0,Detchd,99.0,1,2,360,106000,3347,0,2.0,196
811,78.0,10140,Reg,NWAmes,1Story,6,32,7,HdBoard,HdBoard,BrkFace,99.0,3,CBlock,3,1,5,2,1309,4,5,1,2,Attchd,32.0,2,2,484,181000,2833,1040,2.5,265
812,69.0,4438,Reg,CollgCr,1Story,6,4,4,VinylSd,VinylSd,BrkFace,169.0,4,PConc,4,4,6,5,848,4,4,1,4,Attchd,4.0,3,2,420,144500,2116,662,2.0,140
813,66.0,8712,Reg,IDOTRR,1Story,5,58,58,Wd Sdng,Wd Sdng,None,0.0,2,CBlock,3,3,1,3,1044,2,4,0,0,Basment,58.0,1,2,504,55993,2088,0,1.0,0
814,75.0,9750,Reg,NAmes,1Story,6,49,49,MetalSd,MetalSd,BrkFace,243.0,3,CBlock,3,1,3,4,1442,3,7,0,0,Attchd,49.0,2,1,301,157900,3185,608,1.5,275
815,45.0,8248,Reg,Edwards,1.5Fin,5,88,56,Stucco,Stucco,None,0.0,3,BrkTil,3,1,1,4,1250,2,7,0,0,Detchd,51.0,1,1,280,116000,2216,0,2.0,303
816,48.0,12137,IR2,CollgCr,1Story,7,12,12,VinylSd,VinylSd,BrkFace,442.0,3,PConc,4,1,1,5,1661,4,6,0,0,Attchd,12.0,2,2,598,224900,3908,0,2.0,34
817,69.0,11425,IR1,NAmes,1Story,5,52,52,BrkFace,BrkFace,None,0.0,3,CBlock,3,1,4,4,1008,3,4,1,4,Attchd,52.0,2,1,275,137000,2291,486,1.0,120
818,69.0,13265,IR1,Mitchel,1Story,8,6,6,CemntBd,CmentBd,BrkFace,148.0,4,PConc,4,1,6,5,1689,4,7,2,4,Attchd,6.0,2,3,857,271000,4114,1218,3.0,209
819,80.0,8816,Reg,ClearCr,SLvl,6,39,39,HdBoard,HdBoard,BrkFace,80.0,3,CBlock,3,3,6,4,1052,3,6,0,0,Attchd,39.0,1,2,440,155000,2502,504,2.0,0
820,44.0,6371,IR1,NridgHt,1Story,7,1,0,VinylSd,VinylSd,Stone,128.0,4,PConc,4,2,6,5,1358,4,6,1,4,Attchd,0.0,2,2,484,224000,3200,733,3.0,227
821,72.0,7226,IR1,CollgCr,2Story,7,5,5,VinylSd,VinylSd,None,0.0,4,PConc,4,1,1,5,1640,4,6,0,0,Attchd,5.0,2,2,595,183000,3033,0,2.5,45
822,60.0,6000,Reg,OldTown,1Story,4,56,56,MetalSd,MetalSd,None,0.0,2,CBlock,2,1,1,3,936,3,4,0,0,Detchd,35.0,1,2,576,93000,2448,0,1.0,144
823,69.0,12394,IR1,Gilbert,2Story,7,4,4,VinylSd,VinylSd,None,0.0,4,PConc,4,4,1,5,1733,4,7,1,4,BuiltIn,4.0,3,2,433,225000,3013,0,2.5,148
824,60.0,9900,Reg,SWISU,1.5Fin,6,69,59,VinylSd,VinylSd,None,0.0,3,BrkTil,3,1,1,3,1489,3,7,1,4,Detchd,69.0,1,1,240,139500,2507,0,2.0,335
825,81.0,11216,Reg,Somerst,1Story,8,0,0,VinylSd,VinylSd,None,0.0,4,PConc,4,1,1,5,1489,4,7,1,4,Attchd,0.0,2,2,776,232600,3754,0,2.0,140
826,114.0,14803,Reg,NridgHt,1Story,10,1,0,CemntBd,CmentBd,BrkFace,816.0,5,PConc,5,3,6,5,2084,5,7,1,4,Attchd,1.0,3,3,1220,385000,5382,1636,3.0,233
827,50.0,6130,Reg,BrkSide,1.5Unf,5,84,58,MetalSd,MetalSd,None,0.0,3,BrkTil,3,1,5,4,784,4,5,0,0,not present,28.5,0,0,0,109500,1568,784,2.0,116
828,65.0,8529,IR1,SawyerW,1Story,7,8,8,VinylSd,VinylSd,None,0.0,4,PConc,4,1,6,5,1434,4,6,1,3,Attchd,8.0,2,2,527,189000,3415,20,2.0,329
830,24.0,2544,Reg,Somerst,2Story,7,1,1,MetalSd,MetalSd,None,0.0,4,PConc,4,1,1,5,1223,4,4,0,0,Detchd,1.0,2,2,480,147400,2303,0,2.5,166
831,80.0,11900,IR1,NAmes,1Story,6,51,51,HdBoard,HdBoard,BrkFace,387.0,3,CBlock,3,1,3,3,1392,3,6,2,4,Attchd,51.0,2,2,458,166000,3242,1040,2.5,192
832,30.0,3180,Reg,Somerst,2Story,7,1,1,MetalSd,MetalSd,None,0.0,3,PConc,4,1,1,5,1200,4,4,0,0,Detchd,1.0,2,2,480,151000,2280,0,2.5,166
833,44.0,9548,IR1,CollgCr,2Story,7,7,7,VinylSd,VinylSd,BrkFace,223.0,4,PConc,4,1,6,5,1829,4,7,1,3,Attchd,7.0,2,2,613,237000,3383,483,3.5,231
834,100.0,10004,Reg,NAmes,1Story,6,45,45,HdBoard,Plywood,BrkFace,180.0,3,CBlock,3,1,3,3,1516,3,6,0,0,Attchd,45.0,2,2,472,167000,3504,541,1.5,152
835,75.0,7875,Reg,NAmes,1Story,5,47,47,VinylSd,VinylSd,BrkFace,136.0,3,CBlock,3,1,3,4,1144,3,6,0,0,Attchd,47.0,1,2,456,139950,2744,572,2.0,0
836,60.0,9600,Reg,Sawyer,1Story,4,60,15,VinylSd,HdBoard,None,0.0,3,CBlock,4,1,4,3,1067,4,4,0,0,Attchd,14.0,1,2,436,128000,2570,442,2.0,290
837,90.0,8100,Reg,OldTown,1Story,5,59,34,VinylSd,VinylSd,None,0.0,3,BrkTil,3,1,3,4,1559,3,5,0,0,Detchd,59.0,1,2,812,153500,3930,338,2.0,346
838,21.0,1680,Reg,BrDale,2Story,6,35,35,HdBoard,HdBoard,BrkFace,158.0,3,CBlock,3,1,4,3,987,3,5,0,0,Detchd,35.0,1,1,264,100000,1734,330,2.5,0
839,75.0,9525,Reg,CollgCr,1Story,5,13,2,VinylSd,VinylSd,None,0.0,3,PConc,4,1,1,5,1099,4,6,0,0,Attchd,9.0,1,1,352,144000,2550,0,1.5,278
840,70.0,11767,Reg,Edwards,1.5Fin,5,62,13,MetalSd,MetalSd,None,0.0,3,CBlock,3,1,4,5,1200,3,6,0,0,Detchd,62.0,1,1,240,130500,2208,352,1.0,0
841,69.0,12155,IR1,SWISU,2Story,6,83,58,Wd Sdng,Wd Sdng,None,0.0,3,BrkTil,3,1,4,3,1482,2,7,0,0,Detchd,74.0,1,1,400,140000,2554,156,2.0,254
842,60.0,10440,Reg,OldTown,2Story,5,104,6,MetalSd,MetalSd,None,0.0,3,PConc,3,1,1,4,1539,4,8,1,1,Detchd,25.0,1,2,686,157500,2875,0,2.0,216
843,82.0,9020,Reg,NAmes,SLvl,6,42,42,HdBoard,HdBoard,BrkFace,183.0,3,CBlock,3,4,3,3,1165,3,6,0,0,Attchd,42.0,2,2,490,174900,2782,851,2.5,129
844,80.0,8000,Reg,NAmes,1Story,5,46,46,BrkFace,BrkFace,None,0.0,3,CBlock,3,1,1,5,1800,3,10,0,0,not present,27.5,0,0,0,141000,3600,0,2.0,0
846,69.0,16647,IR1,Sawyer,SFoyer,5,32,26,HdBoard,HdBoard,None,0.0,3,CBlock,4,4,5,3,1701,3,6,2,3,Basment,32.0,3,2,611,171000,3702,1390,3.0,0
848,36.0,15523,IR1,CollgCr,1Story,5,37,37,HdBoard,Plywood,None,0.0,3,CBlock,3,3,4,5,864,3,5,1,2,Attchd,37.0,1,1,338,133500,2066,460,2.0,0
850,80.0,9600,Reg,Veenker,SLvl,6,31,13,Plywood,Plywood,BrkFace,360.0,4,CBlock,3,1,1,5,1855,3,7,1,3,Attchd,31.0,2,2,512,187000,2895,0,2.5,213
851,36.0,4435,Reg,CollgCr,1Story,6,4,4,VinylSd,VinylSd,BrkFace,170.0,4,PConc,4,3,6,5,848,4,3,0,0,Attchd,4.0,3,2,420,131500,2116,659,2.0,140
852,69.0,3196,Reg,Blmngtn,1Story,8,3,3,VinylSd,VinylSd,BrkFace,40.0,4,PConc,4,4,1,5,1456,4,7,1,3,Attchd,3.0,3,2,400,215000,3129,0,2.0,163
853,53.0,7128,Reg,Crawfor,2.5Unf,7,66,57,MetalSd,MetalSd,None,0.0,3,CBlock,3,1,3,4,1646,3,7,2,4,Detchd,66.0,1,1,240,164000,2804,364,2.0,126
854,69.0,12095,IR1,NAmes,SLvl,6,45,45,MetalSd,HdBoard,BrkFace,115.0,3,CBlock,3,4,3,3,1445,3,7,1,2,Attchd,45.0,2,2,645,158000,3217,564,1.5,180
856,69.0,6897,IR1,Sawyer,1Story,5,48,0,HdBoard,HdBoard,None,0.0,3,CBlock,3,1,5,5,1040,3,6,0,0,Detchd,48.0,1,1,260,127000,2340,659,2.5,104
857,69.0,10970,IR1,CollgCr,SLvl,6,30,30,Plywood,HdBoard,None,0.0,3,CBlock,4,4,6,3,1026,3,5,0,0,Detchd,27.0,1,2,576,147000,2542,940,2.0,34
858,65.0,8125,Reg,Gilbert,2Story,6,15,14,HdBoard,HdBoard,None,0.0,3,PConc,4,1,1,4,1481,3,6,1,3,Attchd,15.0,3,2,343,174000,2526,0,2.5,36
859,80.0,10400,Reg,NWAmes,1Story,7,33,33,HdBoard,HdBoard,BrkFace,189.0,3,CBlock,4,1,1,3,1370,3,6,1,3,Attchd,33.0,2,2,479,152000,2939,0,2.0,0
860,69.0,11029,IR1,NWAmes,2Story,6,38,22,HdBoard,HdBoard,BrkFace,220.0,3,CBlock,3,2,4,3,2654,4,9,1,4,Attchd,38.0,1,2,619,250000,4327,619,3.5,287
861,55.0,7642,Reg,Crawfor,1.5Fin,7,89,9,Wd Sdng,Wd Sdng,None,0.0,4,BrkTil,3,1,1,4,1426,4,7,1,4,Detchd,82.0,1,1,216,189950,2554,0,1.5,240
862,75.0,11625,Reg,Sawyer,1Story,5,45,45,Plywood,HdBoard,None,0.0,3,PConc,3,2,4,5,1039,3,6,0,0,Attchd,45.0,1,2,504,131500,2582,841,2.5,0
863,81.0,9672,Reg,SawyerW,1Story,6,26,25,HdBoard,Plywood,None,0.0,3,PConc,4,1,6,3,1097,3,6,0,0,Attchd,24.0,1,2,480,152000,2617,338,2.0,0
864,70.0,7931,Reg,NAmes,1Story,5,50,50,BrkFace,Plywood,None,0.0,3,CBlock,3,1,4,3,1148,3,6,0,0,Attchd,50.0,1,1,672,132500,2968,1148,2.0,0
865,72.0,8640,Reg,Somerst,1Story,7,1,0,VinylSd,VinylSd,None,0.0,4,PConc,5,1,1,5,1372,4,6,0,0,Attchd,0.0,3,2,529,250580,3273,0,2.0,140
866,69.0,8750,IR1,NAmes,1Story,5,39,39,MetalSd,MetalSd,BrkFace,76.0,3,CBlock,3,1,4,3,1002,3,5,0,0,Detchd,36.0,1,2,902,148500,2906,828,2.0,0
867,67.0,10656,IR1,Timber,1Story,8,1,0,VinylSd,VinylSd,Stone,274.0,4,PConc,4,3,1,5,1646,4,6,1,4,Attchd,0.0,2,3,870,248900,4154,0,2.0,272
868,85.0,6970,Reg,Sawyer,1Story,4,46,46,VinylSd,VinylSd,None,0.0,3,CBlock,3,1,5,3,1120,2,5,0,0,Attchd,46.0,2,2,544,129000,2704,932,2.5,168
869,69.0,14762,IR2,Gilbert,2Story,5,58,56,Plywood,Plywood,None,0.0,3,Slab,0,0,0,4,2320,3,7,1,3,Attchd,27.0,1,2,672,169000,2992,0,2.0,264
870,80.0,9938,Reg,SawyerW,2Story,7,17,16,MetalSd,MetalSd,BrkFace,246.0,4,PConc,4,1,6,5,1949,4,8,1,3,Attchd,17.0,3,2,574,236000,3573,750,3.5,246
871,60.0,6600,Reg,NAmes,1Story,5,47,47,MetalSd,MetalSd,None,0.0,3,CBlock,3,1,1,4,894,3,5,0,0,Detchd,47.0,1,1,308,109500,2096,0,1.0,0
872,70.0,8750,Reg,CollgCr,2Story,6,12,12,VinylSd,VinylSd,BrkFace,116.0,3,PConc,4,1,6,5,1682,4,7,0,0,Attchd,12.0,2,2,523,200500,3009,505,2.5,77
873,74.0,8892,Reg,NAmes,1Story,5,55,12,WdShing,Wd Shng,None,0.0,4,Stone,3,3,1,4,910,4,5,0,0,Attchd,55.0,1,2,414,116000,1429,0,1.0,346
874,60.0,12144,Reg,NAmes,1Story,5,60,59,HdBoard,HdBoard,None,0.0,4,CBlock,3,1,3,4,1268,3,6,1,4,Attchd,60.0,1,1,288,133000,2388,375,1.0,28
875,52.0,5720,Reg,OldTown,1.5Fin,5,68,59,Wd Sdng,Wd Sdng,None,0.0,3,CBlock,3,1,1,5,1131,3,5,0,0,Detchd,68.0,1,1,200,66500,2007,0,1.5,26
